book,chapter,verse,chokri,english,source
MAT,1,11,Süsa puko tüzüh die Babylon lü vota küto müsühce Josia nu Jekhonia mo sazüdzürako münuyi.,"Josiah became the father of Jechoniah and his brothers, at the time of the exile to Babylon.",Bible_NAG5BSI_WEB
MAT,1,12,Mo puko tüzüh Babilon lü kütasa Jekhonia Salethel münuyi; mo Salethel yo Zerubabel pariyi.,"After the exile to Babylon, Jechoniah became the father of Shealtiel. Shealtiel became the father of Zerubbabel.",Bible_NAG5BSI_WEB
MAT,1,13,Mo Zerubabel yo Abiud pari; mo Abiud yo Eliakim pariyi; mo Eliakim yo Azor pariyi.,Zerubbabel became the father of Abiud. Abiud became the father of Eliakim. Eliakim became the father of Azor.,Bible_NAG5BSI_WEB
MAT,1,14,Süze Azor yo Zadok yo Akhim mo Akhim yo Eliud pariyi;,Azor became the father of Sadoc. Sadoc became the father of Achim. Achim became the father of Eliud.,Bible_NAG5BSI_WEB
MAT,1,15,Mo Eliud yo Eliazar mo Eliazar yo Mathan mo Matthan yo James;,Eliud became the father of Eleazar. Eleazar became the father of Matthan. Matthan became the father of Jacob.,Bible_NAG5BSI_WEB
MAT,1,16,"Mo James nu Joseph, Mary nopu, süpü yono Jisu Khrista li küti-o münuyi.","Jacob became the father of Joseph, the husband of Mary, from whom was born Jesus, who is called Christ.",Bible_NAG5BSI_WEB
MAT,1,17,Hihibi die Abraham yono vo David kütso nuye kürida; mo David yono votüzüh Babilon lü küvo kütso nuye kürida; süze puko tüzüh Babilon lü küvo lüno vori Khrista kütso ri nuye kürida.,"So all the generations from Abraham to David are fourteen generations; from David to the exile to Babylon fourteen generations; and from the carrying away to Babylon to the Christ, fourteen generations.",Bible_NAG5BSI_WEB
MAT,1,18,"Süze, Jisu Khrista kümünu hibi; Pu zu Mary po Joseph unyi küri küto küpo püh ma kütace; unyi küzüh lhü küta mhuzü Mary Kümüsa Rüpü lüno nulhüpü ba küta seyita.","Now the birth of Jesus Christ was like this; for after his mother, Mary, was engaged to Joseph, before they came together, she was found pregnant by the Holy Spirit.",Bible_NAG5BSI_WEB
MAT,1,19,"Süsa pu nupu Joseph kümathomi püh zo tina, pu püh müthi mhüzü thüce thinyi mo die mükhrüh pu kha küva lübata.","Joseph, her husband, being a righteous man, and not willing to make her a public example, intended to put her away secretly.",Bible_NAG5BSI_WEB
MAT,1,20,"Eli, pu zü süko müdo kübace, yhie, Nyep-o shoyimi püh pu mholü puce vori die pu yisü, Yhie, No David nu Joseph, no Mary yi püh n cemi thi müprüh tahite. Kükrenamori, pu nu lhüpü kübao sü Kümüsa Rüpü lüno zo kütina.","But when he thought about these things, behold, an angel of the Lord appeared to him in a dream, saying, ""Joseph, son of David, don't be afraid to take to yourself Mary, your wife, for that which is conceived in her is of the Holy Spirit.",Bible_NAG5BSI_WEB
MAT,1,21,"Pu thüpunumi püh münu süto, mo no Pu za thopüh Jisu zi die cito. Kükrenamori, Pupu thümako küphoma lüno puko küla sü kütona.","She shall bring forth a son. You shall call his name Jesus, for it is he who shall save his people from their sins.""",Bible_NAG5BSI_WEB
MAT,1,22,"Mha hiko thi küta, kükrenamori, Nyepoo sadzühkesemi talü podie;","Now all this has happened, that it might be fulfilled which was spoken by the Lord through the prophet, saying,",Bible_NAG5BSI_WEB
MAT,1,23,"Yhie Rülimi phosühpü püh nulhü pü yito, sidie thüpunumi püh münu yito, mo puko Pu za thopüh Immanuel thito, mo Immanuel co Jihova uzüh bate; zi püh kümütao tsühyi kütona.","""Behold, the virgin shall be with child, And shall bring forth a son. They shall call his name Immanuel;"" Which is, being interpreted, ""God with us.""",Bible_NAG5BSI_WEB
MAT,1,24,Süsa Joseph pu küzüh lüno co süri die Nyiepoo shoyimi puce po küsü bi die pu cemi zühyita.,"Joseph arose from his sleep, and did as the angel of the Lord commanded him, and took his wife to himself;",Bible_NAG5BSI_WEB
MAT,1,25,"Eli, süpü pu nu nura süo münuyi kümothe pupu cemi süpu züh thünothüpu thimo. Süsano nu süo za thopüh Jisu ciyi.",and didn't know her sexually until she had brought forth her firstborn son. He named him Jesus.,Bible_NAG5BSI_WEB
MAT,5,1,"Süze Pu thümakro-o ngo südie ta cejüthu-o khota, mo Pu kho ba küyice Pu müthaküyiko Pu ce khori.","Seeing the multitudes, he went up onto the mountain. When he had sat down, his disciples came to him.",Bible_NAG5BSI_WEB
MAT,5,2,Sidie Pu Pu ta taga sü puko mütha küsü hibi.,"He opened his mouth and taught them, saying,",Bible_NAG5BSI_WEB
MAT,5,3,"Rüpü celaco kütsakhuko yhevetho, kükrenamoli tüyo küde-e süko sü zo tina.","""Blessed are the poor in spirit, For theirs is the Kingdom of Heaven.",Bible_NAG5BSI_WEB
MAT,5,4,"Krayo kütiko yhevetho, kükrenamoli süko ulü luyi zoto tina.","Blessed are those who mourn, For they shall be comforted.",Bible_NAG5BSI_WEB
MAT,5,5,"Ulü kümünüko yhevetho, kükrenamori süko cejüo püh uzü thi zoto tina.","Blessed are the gentle, For they shall inherit the earth.",Bible_NAG5BSI_WEB
MAT,5,6,"Kümatho dzüh phu küthüri kümüri thiyo kütiko yhevetho, kükrenamoli süko u küchukühi ngozoyi to tina.","Blessed are those who hunger and thirst after righteousness, For they shall be filled.",Bible_NAG5BSI_WEB
MAT,5,7,"Phikümüzhe küneko yhevetho, kükrenamoli süko phikümüzhe ngo zoyi to tina.","Blessed are the merciful, For they shall obtain mercy.",Bible_NAG5BSI_WEB
MAT,5,8,"Thülü kümüsako yhevetho, kükrenamoli süko Jihova ngo zoto tina.","Blessed are the pure in heart, For they shall see God.",Bible_NAG5BSI_WEB
MAT,5,9,"Vetho küthiko yhevetho, kükrenamoli süko yisü Jihova nune lie ci zoto tina.","Blessed are the peacemakers, For they shall be called children of God.",Bible_NAG5BSI_WEB
MAT,5,10,"Kümatho dzühvena thilinyi kütako yhevetho, kükrenamoli tüyo küde süko zü zo tina.","Blessed are those who have been persecuted for righteousness' sake, For theirs is the Kingdom of Heaven.",Bible_NAG5BSI_WEB
MAT,5,11,"A na mipo neko mushüh, müthimünyi mo kücezü lünyi po püh neko mütsuyo lize neko yhevetho;","""Blessed are you when people reproach you, persecute you, and say all kinds of evil against you falsely, for my sake.",Bible_NAG5BSI_WEB
MAT,5,12,"Nenü mo nenü müzüriyite, kükrenamoli tüyo ne zhokhro ve shüh zoto tina, mi süsü bi thazü neko mhuzü sadzüküseko ri mushüh süri zo tina.","Rejoice, and be exceedingly glad, for great is your reward in heaven. For that is how they persecuted the prophets who were before you.",Bible_NAG5BSI_WEB
MAT,5,13,Neko-e cejüo tsa-o zo; eli mütsa zori pu külhü müdi va lize dipüh püh süo va mülhü layi veta? Süo pu küve pühri di ta die mipo kügü püh zürhüh küdü küva zota to.,"""You are the salt of the earth, but if the salt has lost its flavor, with what will it be salted? It is then good for nothing, but to be cast out and trodden under the feet of men.",Bible_NAG5BSI_WEB
MAT,5,14,"Neko cejü küveo zo, cejüthu yo küba rüna mi pu ngomo tayi lhozo;",You are the light of the world. A city located on a hill can't be hidden.,Bible_NAG5BSI_WEB
MAT,5,15,"Mi me müto püh mürhakhro mori metobüh bayo dü mayo, sülize celü kübako mütü va nve bayo.","Neither do you light a lamp, and put it under a measuring basket, but on a stand; and it shines to all who are in the house.",Bible_NAG5BSI_WEB
MAT,5,16,Süsü bi mipo ne mhatho küve ngo die tüyo küba neko Po Jihova za thikümüleyi küto na ne küve po vekrü zoyite.,"Even so, let your light shine before men; that they may see your good works, and glorify your Father who is in heaven.",Bible_NAG5BSI_WEB
MAT,5,17,"I thüzhoo mo sadzühküseko zü thi müdi va tozu die vori küti neko lüta hite, I süko thi müdi va mori thi tsüh sü to küvori zo.","""Don't think that I came to destroy the law or the prophets. I didn't come to destroy, but to fulfill.",Bible_NAG5BSI_WEB
MAT,5,18,"Süze I neko ce potü süto, Tü mo cejü dita kümothe mo mha hiko pühri thitsühyi kümothe, thüzhoo lü tü sü küve mori züco ne pühri mhapühceri di tayilho.","For most assuredly, I tell you, until heaven and earth pass away, not even one smallest letter or one tiny pen stroke shall in any way pass away from the law, until all things are accomplished.",Bible_NAG5BSI_WEB
MAT,5,19,"Süna thüma kühopühri zü khaküsüko dolü künyithoo zori varhü die süh mi mütha yo lize tüyo küdelü pu yisü künyithoo thi tato. Eli, thüma kühopühri süko müdzi tso die süh mi müthayo lize tüyo küdelü pu yisü künyetho-o thito.","Whoever, therefore, shall break one of these least commandments, and teach others to do so, shall be called least in the Kingdom of Heaven; but whoever shall do and teach them shall be called great in the Kingdom of Heaven.",Bible_NAG5BSI_WEB
MAT,5,20,"Süti-omoli, I neko ce po süto, neko kümatho po lüsiküseko mo Phariseeko kümatho yezüyi zo kümosa, neko mhapüh dori thi die tüyo küde lü lüküyi di zo.","For I tell you that unless your righteousness exceeds that of the scribes and Pharisees, there is no way you will enter into the Kingdom of Heaven.",Bible_NAG5BSI_WEB
MAT,5,21,"Thazü popüh kümüta; No mi dokhri sü, mo kühopühri küdokhrimi sheti-olü pu müjo va küto kümüprühlü ba küta neko ri se bate.","""You have heard that it was said to the ancient ones, 'You shall not murder;' and 'Whoever shall murder shall be in danger of the judgment.'",Bible_NAG5BSI_WEB
MAT,5,22,"Süri I nekoce potü süto, thüma kühopühri mhacomhala küdilü pu sazüh züra yo pu nümo, mori pulü rüdayo lize pue shetilü pu müjo küva kümüprühlü bate. Mo thüma kühopühri pu sazühzürami yisü ‘raca’ puco mhama pühri di süziyo lize pue mülhiko kühulü pu kümüprühbate; süri thüma kühopühri ‘No kümüloo’ zidie po lize pu Gehenna mezalü pu kümüprüh bate.","But I tell you, that everyone who is angry with his brother without a cause shall be in danger of the judgment; and whoever shall say to his brother, 'Raca!' shall be in danger of the council; and whoever shall say, 'You fool!' shall be in danger of the fire of Gehenna.",Bible_NAG5BSI_WEB
MAT,5,23,Süna no mhapüh kürüsucelü vo küzüce n sazühzürami n yo künyo küba nsa lüyi lize.,"""If therefore you are offering your gift at the altar, and there remember that your brother has anything against you,",Bible_NAG5BSI_WEB
MAT,5,24,N mha khapüh kürüsüba-o mhuzülü ma die tala vo n sazühzüra süo züh vetho thiva müra die la vori n rüsu thi mosü.,"leave your gift there before the altar, and go your way. First be reconciled to your brother, and then come and offer your gift.",Bible_NAG5BSI_WEB
MAT,5,25,"No n yo kenyo küzüo zühdie sholü küta lü küzühve mhayite; molize n yo künyo küzüo n tüpüh sheti küzhoo belü sü, mo küzho süo n tüpüh pu mhu küzhoo belü sü die küzho süo po n tüpüh küdücelü süva ri se lhomo.","Agree with your adversary quickly, while you are with him in the way; lest perhaps the prosecutor deliver you to the judge, and the judge deliver you to the officer, and you be cast into prison.",Bible_NAG5BSI_WEB
MAT,5,26,"I nce potü süto, no vo die presa daprane pühri shu tsova kümothe no sülüno pariyi lho ta zoto.","Most assuredly I tell you, you shall by no means get out of there, until you have paid the last penny.",Bible_NAG5BSI_WEB
MAT,5,27,No rügü rüzü sü süzidie popüh küma neko seyi ta zoe;,"""You have heard that it was said,  'You shall not commit adultery;'",Bible_NAG5BSI_WEB
MAT,5,28,"Süri I neko ce po süto, thüma kühopühri thünomi püh müho die süpü peyo lize pu lüno süpü züh mhaküsü thiva zo.",but I tell you that everyone who gazes at a woman to lust after her has committed adultery with her already in his heart.,Bible_NAG5BSI_WEB
MAT,5,29,"Süsübi die mhaceno nmhü nzaco nthi müsü tayo lize n moyono süo khi kügü vate; kükrenamoli, nmo mütü kügü püh mezalü sü küva ceri nmoyo zatho püh müdi küva veku.","If your right eye causes you to stumble, pluck it out and throw it away from you. For it is more profitable for you that one of your members should perish, than for your whole body to be cast into Gehenna.",Bible_NAG5BSI_WEB
MAT,5,30,"Mhaceno, nbe nzaco nthi müsü tayo lize, n yono süo da kügü vate; kükrenamoli nmo mütü püh mezalü kügü küva ceri nmoyo zatho püh müdi küva veku.","If your right hand causes you to stumble, cut it off, and throw it away from you: for it is profitable for you that one of your members should perish, and not your whole body be thrown into Gehenna.",Bible_NAG5BSI_WEB
MAT,5,31,"Süze thüma kühopühri pu cemi khava to lize pukha küva lüsi püh pu prüte, zi küti po püh müzü.","""It was also said, 'Whoever shall put away his wife, let him give her a writing of divorce,'",Bible_NAG5BSI_WEB
MAT,5,32,"Süri, I nekoce po süto, thüma kühopühri kürügükürüzü na zo kümo sa pu cemi khava lize pu püh kürügükürüzülü süva zo; mo kühopühri pu khaküva pü yi lize pu ri kürüzü thi tazo.","but I tell you that whoever puts away his wife, except for the cause of sexual immorality, makes her an adulteress; and whoever marries her when she is put away commits adultery.",Bible_NAG5BSI_WEB
MAT,5,33,"Süsari, no kücezü po rushühta mori; n Nyepo-oce n zü khaküsüko thitsühyite; zidie thazü küramiko celü popüh kümüta nekori seyita zo.","""Again you have heard that it was said to them of old time, 'You shall not make false vows, but shall perform to the Lord your vows,'",Bible_NAG5BSI_WEB
MAT,5,34,"Eli, I nekoce po süto, mhapühri po rushüh hi; türi po rüshüh hi; süosü Jihova küdeba zo kütina:","but I tell you, don't swear at all: neither by heaven, for it is the throne of God;",Bible_NAG5BSI_WEB
MAT,5,35,"Mori, cejüri po rushüh hi; kükrenamoli, süosü Jihova phekhra-o zo tina, mori Jerusalem ripo rushüh hi; süosü Küde küzhoo nade zo tina.","nor by the earth, for it is the footstool of his feet; nor by Jerusalem, for it is the city of the great King.",Bible_NAG5BSI_WEB
MAT,5,36,"Mori, no npi ripo rushüh hi; kükrenamoli no thüpitha pri pühri thi mütü, mori thi müga ri yilho tina.","Neither shall you swear by your head, for you can't make one hair white or black.",Bible_NAG5BSI_WEB
MAT,5,37,Süri n zü ‘I’ zilize ‘I’ ziyi mo ‘MO’ zilize ‘MO’ ziyi; modie sü zü ta lize süko küsüo celü pari tazo.,But let your 'Yes' be 'Yes' and your 'No' be 'no.' Whatever is more than these is of the evil one.,Bible_NAG5BSI_WEB
MAT,5,38,"Mhü püh khü mhü püh, hu püh khü hu püh, zi püh kümüta neko ri se bata zo.","""You have heard that it was said, 'An eye for an eye, and a tooth for a tooth.'",Bible_NAG5BSI_WEB
MAT,5,39,"Eli, I nekoce po süto, thüma küsümi müsüh thihi; süzi kütao mori thüma kühopühri n bro n zaco vü lize, kükreco ri kürüh püh prüte.","But I tell you, don't resist him who is evil; but whoever strikes you on your right cheek, turn to him the other also.",Bible_NAG5BSI_WEB
MAT,5,40,"Mo, thüma kühopühri n bola khiyi ta nyi die thüzhoolü künyo sü ta lize n khü ri rhüpüh prü vate.","If anyone sues you to take away your coat, let him have your cloak also.",Bible_NAG5BSI_WEB
MAT,5,41,"Süze thüma kühopühri n kümu thi die n züh maldo püh vo to ta lize, pu züh maldo küna ri vovate.","Whoever compels you to go one mile, go with him two.",Bible_NAG5BSI_WEB
MAT,5,42,"Mha khapüh nce shoyo kütimi prüte, mu nce lü thüpo mosü küvori-mi po müthu tala ta hite.","Give to him who asks you, and don't turn away him who desires to borrow from you.",Bible_NAG5BSI_WEB
MAT,5,43,No n sühzanumi khrüyi mo n ngomumi phi mütsüyite; süzi püh küma neko seyi tazo;,"""You have heard that it was said, 'You shall love your neighbor, and hate your enemy.'",Bible_NAG5BSI_WEB
MAT,5,44,"Eli, I nekoce po süto, ne ngomumi khrüyi, mo galiphi püh ne rüphi kütimi prüyi, ne phimu yo kütimi na mha küve thiyi, n phimu die n müthimünyiyo kütimi na shoyite.","But I tell you, love your enemies, bless those who curse you, do good to those who hate you, and pray for those who mistreat you and persecute you,",Bible_NAG5BSI_WEB
MAT,5,45,"Sülize, nekoe tüyo küba neko Poo nuneko thiyi küto na; Kükrenamoli Pün ace mütho püh küsümi rimo küvemi ri vasüyo, mo tü mürü püh küzüthomi ri kümomi ri prü süyo tina.","that you may be children of your Father who is in heaven. For he makes his sun to rise on the evil and the good, and sends rain on the just and the unjust.",Bible_NAG5BSI_WEB
MAT,5,46,"Süzomoli, neko mi neko khrüyo kütiko libi khrüyo lize; neko dipüh zhokhro ba? Khazhonu kükhrümi ri süziyo zo mome?","For if you love those who love you, what reward do you have? Don't even the tax collectors do the same?",Bible_NAG5BSI_WEB
MAT,5,47,Mo ne ne sazühzürako libi küluyo lize; ne dipüh thi rükri kuyi ta. Khazhanu kükhrümi ri süziyo zo mo me?,"If you only greet your friends, what more do you do than others? Don't even the tax collectors do the same?",Bible_NAG5BSI_WEB
MAT,5,48,"Süna, tüyo küba neko Po vezhosü küti bi die neko ri vezhosüyite.","Therefore you shall be perfect, just as your Father in heaven is perfect.",Bible_NAG5BSI_WEB
MAT,7,1,Neko mi müjo hi; sülize miri ne müjo talho;,"""Don't judge, so that you won't be judged.",Bible_NAG5BSI_WEB
MAT,7,2,"Kükrenamoli, ne-e süh mi müjo küsüo miri süo süh ne müjo zoto tina.","For with whatever judgment you judge, you will be judged; and with whatever measure you measure, it will be measured to you.",Bible_NAG5BSI_WEB
MAT,7,3,"Sülize, no dipüh bi die ntho n mhülü sühthü kübao lü mozo die n sazüh-o mhülü sühco kübao pe yo la?","Why do you see the speck that is in your brother's eye, but don't consider the beam that is in your own eye?",Bible_NAG5BSI_WEB
MAT,7,4,"Mori, no dipüh bi die ntho n mhülü sühthü kübao lü mozo die n sazüh-o yisü, apo n mhülü sühco-o ka vate, sidie poyo la?","Or how will you tell your brother, 'Let me remove the speck from your eye;' and behold, the beam is in your own eye?",Bible_NAG5BSI_WEB
MAT,7,5,"No küthüra küti-o, ntho n mhülü sühthü-o khiva mürate, sülize no nsazüh-o mhülü sühco-o ngo müle mülu die khi vato.","You hypocrite! First remove the beam out of your own eye, and then you can see clearly to remove the speck out of your brother's eye.",Bible_NAG5BSI_WEB
MAT,7,6,"Mhakümüsa khapüh tüshi prü hite; mori ti püma kürühpü kügü püh thüvo mhuzülü sü hite, süko u phe püh süko küdu mo rürüh pra ukü püh ne rhe ri zoto küti na.","""Don't give that which is holy to the dogs, neither throw your pearls before the pigs, lest perhaps they trample them under their feet, and turn and tear you to pieces.",Bible_NAG5BSI_WEB
MAT,7,7,"Shote, süze khapüh ne prüto, phute, süze ne ngoyito; cekha küdü züzo te, süze khrisü ne prüto.","""Ask, and it will be given you. Seek, and you will find. Knock, and it will be opened for you.",Bible_NAG5BSI_WEB
MAT,7,8,"Süze thüma kühopühri shoyo kütimi ngoyi yo, mo phuyo kütimi ngoyi yo; cekha küdüyo kütimi ri mi khrisü sümi prüyo.",For everyone who asks receives. He who seeks finds. To him who knocks it will be opened.,Bible_NAG5BSI_WEB
MAT,7,9,"Süze, ne dolü sopühno unu-e tsükhrüda sho lize kütsü püh prüyo la?","Or who is there among you, who, if his son asks him for bread, will give him a stone?",Bible_NAG5BSI_WEB
MAT,7,10,"Mori, pu khu sho lize tünyhi khi püh prüyo la?","Or if he asks for a fish, who will give him a serpent?",Bible_NAG5BSI_WEB
MAT,7,11,Ne küsümi thori mhaküve püh nenu nene küprü do seyo lize tüyo küba neko Po-e mhaküve dithüdüpüh püh mi Puce shoyo kütiko prü süta?,"If you then, being evil, know how to give good gifts to your children, how much more will your Father who is in heaven give good things to those who ask him!",Bible_NAG5BSI_WEB
MAT,7,12,"Süna mi neyo mha dipüh thisü lize nenü sheli neri süsü bi die thipüh miyo süte, kükrenamoli, thüzhoo mo sadzühküseko zübo hihi zo tina.","Therefore whatever you desire for men to do to you, you shall also do to them; for this is the law and the prophets.",Bible_NAG5BSI_WEB
MAT,7,13,"Neko kharü kümürüho züh lüyi te, kükrenamoli, mi züh kükalü küvo khrü-o müyo mo sho süo müthi, mo thüma kükro sho süo züh lü tayo.","""Enter in by the narrow gate; for wide is the gate and broad is the way that leads to destruction, and many are those who enter in by it.",Bible_NAG5BSI_WEB
MAT,7,14,"Süri, mizüh kürhüh lü küvo kharüo mürüh mo pu shori kürühbüh, mo süo ngo küyi thüma tsa.","How narrow is the gate, and restricted is the way that leads to life! Few are those who find it.",Bible_NAG5BSI_WEB
MAT,7,15,"Kücezü sadzühküseko yo neko münuyi te, süko tüko khüne süh die neko ce vori yo; eli puko lü lükhrono tüküti saceko zo.","""Beware of false prophets, who come to you in sheep's clothing, but inwardly are ravening wolves.",Bible_NAG5BSI_WEB
MAT,7,16,Neko puko se yono puko se yito; mi tsahubo yono khubüh se rayi yo me? Mori hushihu bo yono shedüse rayi yo me?,"By their fruits you will know them. Do you gather grapes from thorns, or figs from thistles?",Bible_NAG5BSI_WEB
MAT,7,17,Sühbo küve kühopühri use küve jiyiyo; eli sühbo küsü khü use küsü ji tayo.,"Even so, every good tree produces good fruit; but the corrupt tree produces evil fruit.",Bible_NAG5BSI_WEB
MAT,7,18,"Sühbo küve püh-e use küsü ji ta ndi, mori sühbo küsü püh-e use küve ji ta yomo.","A good tree can't produce evil fruit, neither can a corrupt tree produce good fruit.",Bible_NAG5BSI_WEB
MAT,7,19,Sühbo kühopühri use küve jiyi kümo khü ve va die püh melü kügü vayo.,"Every tree that doesn't grow good fruit is cut down, and thrown into the fire.",Bible_NAG5BSI_WEB
MAT,7,20,"Küthozo, neko use yono puko seyi to.","Therefore, by their fruits you will know them.",Bible_NAG5BSI_WEB
MAT,7,21,"Thüma A yisü, Nyepoo, Nyepoo, ziyoti mütü ri tüyo küdebalü lütso tayi lho; eli, tüyo küba Apoo müdoko thiyo küti-o zoto.","Not everyone who says to me, 'Lord, Lord,' will enter into the Kingdom of Heaven; but he who does the will of my Father who is in heaven.",Bible_NAG5BSI_WEB
MAT,7,22,"Sünhasü thüma kükro A yisü, Nyepoo, Nyepoo ha nza süh sadzühküse po mo me? Ha N za süh thürüküsü hu mome? Mo ha N zalü no mhatho kuku küzho kükro ri thi sü mome? süzi to.","Many will tell me in that day, 'Lord, Lord, didn't we prophesy in your name, in your name cast out demons, and in your name do many mighty works?'",Bible_NAG5BSI_WEB
MAT,7,23,"Eli, I puce po die, I neko se mo ho, neko mha küsü küthiko neko ta a thürütate zita to.","Then I will tell them, 'I never knew you. Depart from me, you who work iniquity.'",Bible_NAG5BSI_WEB
MAT,7,24,Süna thüma kühopüri azü hiko rünyiyi die thi mo züh küyimi püh udo küveo kütsü tsüroyo pu ce thi küyi züh kümüde süto.,"""Everyone therefore who hears these words of mine, and does them, I will liken him to a wise man, who built his house on a rock.",Bible_NAG5BSI_WEB
MAT,7,25,"Sücesü türü shüh vori die züde süri, mo tükhra khrade vori ce süo hü, süri ce süo rütu prü mota, kükrenamoli, ce süo kütsü tsüro yono pu me shühyi kütana.","The rain came down, the floods came, and the winds blew, and beat on that house; and it didn't fall, for it was founded on the rock.",Bible_NAG5BSI_WEB
MAT,7,26,Eli thüma kühopühri azü hiko rünyiyi yo süri thi mo zühyi yomo lize süo püh thüma udo di die thusünyolü pu ce thi küyi züh kümüde süto.,"Everyone who hears these words of mine, and doesn't do them will be like a foolish man, who built his house on the sand.",Bible_NAG5BSI_WEB
MAT,7,27,"Sücesü türü sü mo zü de süri, mo tükhra vori die ce süo hü, sücesü ce süo rütu müsü shühta.","The rain came down, the floods came, and the winds blew, and beat on that house; and it fell--and great was its fall.""",Bible_NAG5BSI_WEB
MAT,7,28,"Süsa Jisu zü hiko pothü küsüsa, thümako Pu kümütha zü na puko malhü thita.","It happened, when Jesus had finished saying these things, that the multitudes were astonished at his teaching,",Bible_NAG5BSI_WEB
MAT,7,29,"Kükrenamoli, Pu lüsiküseko bi mo die Pu kuku ne shüh die puko mütha küta na.","for he taught them with authority, and not like the scribes.",Bible_NAG5BSI_WEB
MAT,23,1,Süsa Jisu müthaküyiko mo thüma krooce mha po die:,"Then Jesus spoke to the multitudes and to his disciples,",Bible_NAG5BSI_WEB
MAT,23,2,Lüsiküseko mo Phariseekoe Moses balü bayo.,"saying, ""The scribes and the Pharisees sat on Moses' seat.",Bible_NAG5BSI_WEB
MAT,23,3,Süna pükoe dipüh püh nekoce po sheli süko thi mo zühyite; süri puko bi tahi; Kükrenamoli puko mha poyo eli thi mo zühyi mo tina.,"All things therefore whatever they tell you to observe, observe and do, but don't do their works; for they say, and don't do.",Bible_NAG5BSI_WEB
MAT,23,4,"Pukoe, thüpüh kümüsiko da püh mi bokayo sü die mipo püyo, eli puko tho zoe ubecine ri püh süko nyi külüri süyo mo.","For they bind heavy burdens that are grievous to be borne, and lay them on men's shoulders; but they themselves will not lift a finger to help them.",Bible_NAG5BSI_WEB
MAT,23,5,"Süri puko mhatho küthi mütü ri mipo ngo küto na thiyo küti zo; süzomoli puko kütholüsi züboko tho mülemülu püh u süh thi pu tayo, mo puko khü mhüko thi kümünye pu tayo.","But all their works they do to be seen by men. They make their phylacteries broad, enlarge the fringes of their garments,",Bible_NAG5BSI_WEB
MAT,23,6,Sidie puko tülhüko lüri thürho ba kürako phu die bayo; süze synagogko lüri thüba kürükrü mo thürho bako phu die ba küti püko nüyo.,"and love the place of honor at feasts, the best seats in the synagogues,",Bible_NAG5BSI_WEB
MAT,23,7,"Mo Ihethothikolü ri mipo puko külü, mo mipo puko yisü, Rabi, Rabi, zi die puko ci küti püko nüyo.","the salutations in the marketplaces, and to be called 'Rabbi, Rabbi' by men.",Bible_NAG5BSI_WEB
MAT,23,8,"Eli, neko zoe mipo neko püh Rabi puco kümüthao zi die cihi, kükrenamoli Khrista libi neko kümüthao zo, mo neko mütüko sazühzüra zo.","But don't you be called 'Rabbi,' for one is your teacher, the Christ, and all of you are brothers.",Bible_NAG5BSI_WEB
MAT,23,9,Süze cejü hilü mipühri püh neko po lie cihi. Kükrenamoli tüyo küba neko poe püh libi zo.,"Call no man on the earth your father, for one is your Father, he who is in heaven.",Bible_NAG5BSI_WEB
